frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1793872.852361,278400.000000,66.340033
4,1982967.653812,253688.000000,718.177555
8,1727628.641505,282532.000000,166.054208
16,2640842.499457,304369.000000,215.422840
32,2367119.298758,298215.000000,241.342081
64,2624104.750169,300634.000000,1677.017293
128,1885496.067490,284657.000000,167038.006373
256,2978118.869588,296539.000000,182089.416793
512,3356562.611018,302493.000000,87317.800470
1024,3257796.130821,303185.000000,256976.342613
2048,3597215.870461,288900.000000,909254.810757
4096,2273929.521059,279088.000000,577589.068584
8192,3259664.489395,295928.000000,1061778.778928
16384,1505301.088384,149634.000000,1075387.060716
32768,3154303.198750,304581.000000,2872394.174223
65536,6306173.537446,304977.000000,6046171.389988
