frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1696006.980504,278566.000000,791.226263
4,2055174.640351,299047.000000,233.062223
8,1149301.168891,301106.000000,852.883931
16,1957657.989344,293896.000000,15001.126924
32,2964935.938172,289567.000000,95111.884851
64,2443570.523033,287836.000000,160587.480082
128,2530342.095178,286254.000000,242521.073072
256,2142729.947558,275585.000000,6605.789582
512,3249586.996020,300364.000000,467199.981549
1024,3177589.264989,293657.000000,333459.559199
2048,3324168.884580,287061.000000,703526.606511
4096,3404732.552488,268245.000000,759875.530150
8192,3128439.482741,289957.000000,1447786.582228
16384,3575616.394663,299422.000000,1438581.495869
32768,2224072.636792,242234.000000,1866513.224963
65536,2162682.806469,171622.000000,1975226.294230
