frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,448136.941265,104589.000000,4722.979250
4,1418698.343964,237127.000000,7687.209702
8,1652346.810201,233808.000000,3049.154801
16,1509313.080880,299902.000000,1813.733994
32,1625073.976740,274126.000000,195167.291906
64,2170069.445673,287188.000000,220.766845
128,2870771.626406,300297.000000,268142.115633
256,3003361.719975,285440.000000,59066.732109
512,2643310.245795,298896.000000,430963.826207
1024,3055050.907978,280974.000000,361585.714291
2048,3178236.854608,302016.000000,137394.317364
4096,3227851.725253,291789.000000,228325.199956
8192,2798790.027820,247324.000000,1481103.464877
16384,2296789.428697,270012.000000,1044282.436003
32768,2096180.376239,267195.000000,507387.408890
65536,4225562.859498,248410.000000,3743917.861821
