frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1223675.803007,251463.000000,179.114489
4,2074431.519470,263689.000000,100392.034530
8,2593457.522815,297944.000000,3096.585862
16,2780156.455053,300869.000000,7194.944336
32,2741375.347256,299377.000000,15087.539461
64,2854109.980397,292266.000000,279633.479854
128,1880280.396569,274996.000000,92850.557656
256,2850770.045304,288951.000000,92792.267943
512,2718037.637414,297210.000000,175282.703873
1024,2898763.738175,291973.000000,39267.569112
2048,2790817.608032,289241.000000,458072.406960
4096,3612566.442966,296992.000000,1515648.811210
8192,3461131.107820,296379.000000,1586223.492426
16384,3336180.267259,284698.000000,441903.731648
32768,1209525.903291,124871.000000,1072294.300571
65536,3229447.381567,243766.000000,2767418.654862
