frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2108844.244299,280049.000000,519.506497
4,2777798.738910,291481.000000,25.000000
8,2021472.853253,277467.000000,1072.432748
16,2412473.416631,298267.000000,318.924756
32,2195082.044236,249725.000000,26955.635960
64,2988371.177092,300789.000000,165562.107419
128,2565952.666240,301371.000000,120177.878688
256,3109155.644232,300903.000000,34730.892056
512,2407867.927134,265506.000000,226930.818678
1024,4107099.431104,301437.000000,618700.657123
2048,1689896.727118,299181.000000,693602.054053
4096,3077811.769923,275286.000000,516244.628930
8192,4841261.685554,297167.000000,1887589.299718
16384,3665754.939985,255249.000000,1536357.043793
32768,1552824.443827,124934.000000,440525.382061
65536,3262591.197236,175012.000000,2958436.934047
