frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1225806.442045,232249.000000,151.986842
4,1629263.435751,306538.000000,98.615415
8,2740968.892426,303004.000000,108.673824
16,1949437.859745,296197.000000,1542.633787
32,2007881.650001,302387.000000,148.428434
64,2159565.942361,297435.000000,140876.975535
128,2243514.231347,287587.000000,318.301744
256,3275170.298230,297588.000000,264307.950128
512,2451773.815239,302066.000000,392636.142239
1024,2343575.459411,305492.000000,430446.527541
2048,2780470.693532,294754.000000,426351.525123
4096,2524491.000795,288472.000000,160325.182339
8192,2944886.580642,262243.000000,1090399.093013
16384,3575811.618861,305137.000000,1345279.454718
32768,2475516.021542,295116.000000,1281750.961149
65536,3810055.620106,296958.000000,2929838.076279
