frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1383922.776629,270229.000000,419.385264
4,1942989.221516,297046.000000,118.995798
8,1570512.623082,261005.000000,158.568597
16,2509258.358074,300200.000000,143.178211
32,1904309.806027,248947.000000,40805.776037
64,2490222.629755,297607.000000,1792.052176
128,2508181.182478,283173.000000,66004.859321
256,2067100.802454,301906.000000,95950.135716
512,1986035.786864,295219.000000,8841.120687
1024,3340851.025568,301026.000000,782633.659300
2048,3883368.273117,307531.000000,163666.886122
4096,2836399.391831,290752.000000,790005.135554
8192,4435163.993346,305313.000000,1948832.437849
16384,4171348.167048,272799.000000,2929363.295738
32768,5311435.635349,304525.000000,2914206.180116
65536,695381.478321,95446.000000,0.000000
