frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1920892.549854,279507.000000,187.112266
4,1523145.580051,229708.000000,170.478738
8,1455628.719746,229669.000000,108.577162
16,2753244.972532,293273.000000,12118.484724
32,2237722.559197,298168.000000,1351.773650
64,2426015.978858,301373.000000,297994.192717
128,3293153.517038,292828.000000,236293.308354
256,2151139.098251,292685.000000,53721.448166
512,3180147.635495,300377.000000,46010.545020
1024,2214431.498633,300868.000000,565384.381118
2048,2770457.962775,263143.000000,662091.257471
4096,4404590.793177,286023.000000,662111.563608
8192,3902740.163945,287353.000000,1975450.876713
16384,356329.122303,43777.000000,203338.427726
32768,1638411.890902,174971.000000,613172.946758
65536,617713.249923,76454.000000,30532.391898
