frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1262685.028863,292450.000000,94.815611
4,1926804.357780,291833.000000,324.567404
8,2383103.897959,297795.000000,34564.695225
16,2255506.216428,293726.000000,35.972211
32,2704435.841172,307231.000000,346.311998
64,2718880.606338,298094.000000,193164.619897
128,2409455.720645,290743.000000,281953.455432
256,2912401.316122,292468.000000,390649.814075
512,2248885.216141,299230.000000,381381.320452
1024,3192946.185733,293307.000000,372890.541502
2048,1863744.995322,272613.000000,374802.486095
4096,2209670.953947,303699.000000,701323.544478
8192,2705353.328159,267210.000000,473654.851416
16384,2749441.208128,292402.000000,974509.533559
32768,319394.737554,52563.000000,961.919435
65536,5317719.235129,304481.000000,4657935.196134
