frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1780569.534264,271241.000000,143.020977
4,1343484.522176,298961.000000,119.494770
8,860381.420572,261585.000000,571.448160
16,1317654.674144,287590.000000,25331.679336
32,2245179.559181,279688.000000,301683.828600
64,2056122.322271,289963.000000,3575.657702
128,2911306.214193,294632.000000,47265.289748
256,2415373.803562,297105.000000,114631.398408
512,2219498.883769,291193.000000,155677.304797
1024,2595666.445309,299594.000000,521163.184560
2048,2709983.560571,276889.000000,250426.695336
4096,2069429.675621,194696.000000,620277.260643
8192,2524653.947619,266504.000000,956121.686764
16384,2126644.435387,219942.000000,315435.692059
32768,815030.764004,70555.000000,737060.950963
65536,2220933.457297,171392.000000,1298823.344269
