frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1897745.564440,298009.000000,15884.847371
4,2271660.767873,300534.000000,475.810887
8,663470.627750,189799.000000,41.412558
16,2507998.063920,295725.000000,60.901560
32,2071726.517093,277651.000000,1909.209784
64,2726174.280787,304004.000000,68784.154287
128,2110790.986591,301383.000000,152557.149954
256,2694943.572428,298073.000000,422086.136176
512,3194770.836469,293527.000000,233281.389749
1024,2249526.193814,291988.000000,116679.217258
2048,2862688.670856,307498.000000,522047.288433
4096,2631839.939516,294098.000000,614232.366046
8192,2532727.828814,294342.000000,895723.114343
16384,2862494.793251,262081.000000,1436986.593858
32768,3315233.865465,268923.000000,2883568.787368
65536,4392638.521416,302312.000000,3451067.457841
