frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2320615.032052,279323.000000,30824.066977
4,1068155.043121,190133.000000,16603.020358
8,2336274.861452,303697.000000,708.125695
16,2121780.237941,283245.000000,60979.730485
32,2049796.520153,288659.000000,74020.004769
64,2414680.480969,264169.000000,237498.919686
128,3090266.577862,297797.000000,4449.142726
256,2681457.432949,295848.000000,59614.681053
512,2847352.841809,295318.000000,209558.492958
1024,3358932.020747,303432.000000,166984.218760
2048,3148031.798637,303287.000000,750659.081809
4096,1970710.301647,303096.000000,354367.132480
8192,4121465.842743,301351.000000,233736.819712
16384,2121108.941748,296234.000000,940877.942387
32768,3182927.174175,300296.000000,2302481.816057
65536,4865768.160307,283846.000000,4460128.411196
