frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1829496.401559,242146.000000,154.896740
4,1584586.739279,284555.000000,190.454719
8,2238667.028024,291933.000000,83.162492
16,2303145.401039,297049.000000,158266.370243
32,2536252.111127,296518.000000,2899.133491
64,2085306.476126,294805.000000,22301.589786
128,2962912.513475,294559.000000,185539.989776
256,3423507.651309,296705.000000,266416.272911
512,2255143.942254,263109.000000,33885.854792
1024,3296869.171662,293906.000000,80789.977182
2048,1485037.321666,227682.000000,139727.914380
4096,2438022.993938,213445.000000,1222558.352207
8192,2422130.399097,191533.000000,1749763.021053
16384,4573859.909641,283855.000000,2949806.301154
32768,2177247.779461,156847.000000,2076711.800194
65536,3829130.919971,297518.000000,1111203.805106
