arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
36,50.000000,25,2839653.679603
36,1000.000000,400,120770337.324002
36,250.000000,100,27253748.493908
36,4.639000,32768,255036.782978
36,5.649000,4096,141418.642731
36,30.000000,6,51391.863471
36,4.073000,262144,397180.893927
36,7.918000,512,86204.352309
36,30.000000,9,45914.968866
36,30.000000,12,51843.830279
36,16.772000,64,51459.332458
