arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
24,4.073000,262144,15952.132240
24,5.649000,4096,10190.966245
24,7.918000,512,68614.568373
24,16.772000,64,195732.530107
24,4.639000,32768,32520.525642
