arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
20,250.000000,100,29395024.884065
20,50.000000,25,4189716.131891
20,1000.000000,400,119948490.063624
20,4.073000,262144,5057443.247999
20,4.639000,32768,7262438.069519
20,5.649000,4096,13979372.094044
20,7.918000,512,27531398.815772
20,16.772000,64,59222756.537871
20,30.000000,12,61664565.979598
20,30.000000,9,64464768.718931
20,30.000000,6,66804288.933809
