arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
20,4.073000,262144,5071723.734787
20,4.639000,32768,7437731.617318
20,5.649000,4096,13827071.887405
20,7.918000,512,27986468.750551
20,16.772000,64,58593663.158587
