arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
28,5.649000,4096,4192508.337408
28,4.639000,32768,3516293.041576
28,4.073000,262144,1455631.479499
28,7.918000,512,9356505.037066
28,16.772000,64,27085739.721646
