arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
20,4.073000,262144,5316385.026078
20,4.639000,32768,8077322.693674
20,5.649000,4096,14829375.568571
20,7.918000,512,28164082.011693
20,16.772000,64,58497986.522167
