arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
26,4.639000,32768,4888.443311
26,5.649000,4096,37327.130361
26,7.918000,512,68179.258958
26,4.073000,262144,65920.126737
26,16.772000,64,172458.779055
