frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,175119.312873,83002.000000,0.000000
4,477957.205894,218641.000000,0.000000
8,819103.039477,280713.000000,0.000000
16,301083.100077,79539.000000,0.000000
32,326950.910560,164879.000000,0.000000
64,374171.432207,243204.000000,0.000000
128,440513.277683,159428.000000,0.000000
256,773988.651710,287842.000000,0.000000
512,392766.224103,140972.000000,0.000000
1024,679510.225589,177067.000000,0.000000
2048,1195793.298939,174109.000000,0.000000
4096,355774.494989,57550.000000,0.000000
8192,1184328.333301,196637.000000,0.000000
16384,1012918.789471,251809.000000,0.000000
32768,1546383.664078,173403.000000,0.000000
65536,3047625.035665,198959.000000,0.000000
