frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,141699.297634,62825.000000,0.000000
4,226523.066095,140820.000000,0.000000
8,131085.598309,60926.000000,0.000000
16,625091.228883,212782.000000,0.000000
32,377656.475354,164296.000000,0.000000
64,132002.282173,48099.000000,0.000000
128,583980.560525,136557.000000,0.000000
256,557299.416710,232875.000000,0.000000
512,617198.192384,260176.000000,0.000000
1024,256872.291978,48858.000000,0.000000
2048,796862.746465,281996.000000,0.000000
4096,754841.974420,163841.000000,0.000000
8192,988275.106410,122689.000000,0.000000
16384,890892.652600,126898.000000,0.000000
32768,1220925.338698,230199.000000,0.000000
65536,1434256.822611,246239.000000,0.000000
