frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,103123.706746,41669.000000,0.000000
4,832166.307387,265458.000000,0.000000
8,567486.701164,183859.000000,0.000000
16,498288.701551,144800.000000,0.000000
32,190162.927888,83041.000000,0.000000
64,560103.469712,312160.000000,0.000000
128,878985.359278,287864.000000,0.000000
256,501006.759173,263738.000000,0.000000
512,862254.036007,239133.000000,0.000000
1024,954843.046219,269532.000000,0.000000
2048,346833.018944,52609.000000,0.000000
4096,637430.255570,116392.000000,0.000000
8192,1548536.979110,189185.000000,0.000000
16384,685307.718287,136408.000000,0.000000
32768,814646.230469,129413.000000,0.000000
65536,3303252.987101,227171.000000,0.000000
