frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,278979.633033,125986.000000,0.000000
4,138687.228951,94880.000000,0.000000
8,349101.751558,216375.000000,0.000000
16,282910.530919,166822.000000,0.000000
32,688312.320190,248594.000000,0.000000
64,590976.210485,197996.000000,0.000000
128,138177.094929,80609.000000,0.000000
256,330674.283401,194722.000000,0.000000
512,588253.759427,280571.000000,0.000000
1024,648698.246824,230229.000000,0.000000
2048,487874.672915,190007.000000,0.000000
4096,267896.039532,100429.000000,0.000000
8192,853794.784010,314515.000000,0.000000
16384,753320.239463,202910.000000,0.000000
32768,384565.909914,155050.000000,0.000000
65536,157095.981397,89753.000000,0.000000
