frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,71172.928540,22626.000000,0.000000
4,402968.954214,354476.000000,0.000000
8,249055.713825,165608.000000,0.000000
16,276966.808100,138070.000000,0.000000
32,540516.280600,280074.000000,0.000000
64,547672.163857,261905.000000,0.000000
128,84903.663407,55350.000000,0.000000
256,466647.581837,196164.000000,0.000000
512,455473.404036,172129.000000,0.000000
1024,287840.811380,112222.000000,0.000000
2048,495330.133683,216701.000000,0.000000
4096,205281.732132,51067.000000,0.000000
8192,459901.723879,126529.000000,0.000000
16384,867869.871139,159683.000000,0.000000
32768,346666.451776,113795.000000,0.000000
65536,736991.046826,167418.000000,0.000000
