frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,213305.106132,83744.000000,0.000000
4,322460.215574,208259.000000,0.000000
8,351823.699904,173898.000000,0.000000
16,258142.500772,100760.000000,0.000000
32,402870.911664,233723.000000,0.000000
64,650123.499649,213361.000000,0.000000
128,122446.258575,47821.000000,0.000000
256,421145.753781,190964.000000,0.000000
512,192994.683393,77404.000000,0.000000
1024,122513.653680,42178.000000,0.000000
2048,622950.563789,277310.000000,0.000000
4096,465332.791910,232585.000000,0.000000
8192,512075.192951,296911.000000,0.000000
16384,647882.928841,155011.000000,0.000000
32768,696364.790858,165692.000000,0.000000
65536,2077466.377055,306534.000000,0.000000
