frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,187763.190093,114785.000000,0.000000
4,310128.118522,238475.000000,0.000000
8,440478.654622,223248.000000,0.000000
16,146114.288412,65684.000000,0.000000
32,221358.255227,88914.000000,0.000000
64,114259.265935,46098.000000,0.000000
128,461962.142292,195192.000000,0.000000
256,878555.038422,310188.000000,0.000000
512,718035.335209,306700.000000,0.000000
1024,235546.469908,98574.000000,0.000000
2048,208663.568770,57389.000000,0.000000
4096,265585.552581,111883.000000,0.000000
8192,1149074.994265,365789.000000,0.000000
16384,289534.140515,103058.000000,0.000000
32768,1998261.552156,261206.000000,0.000000
65536,2003342.605527,216101.000000,0.000000
