frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,654142.660850,298669.000000,0.000000
4,83722.383942,39013.000000,0.000000
8,569186.979562,307749.000000,0.000000
16,110527.046536,65791.000000,0.000000
32,437889.731518,265461.000000,0.000000
64,269151.556252,155949.000000,0.000000
128,455372.805755,244722.000000,0.000000
256,153200.989233,58502.000000,0.000000
512,930800.072293,311430.000000,0.000000
1024,372364.375374,122567.000000,0.000000
2048,630565.670663,373214.000000,0.000000
4096,429475.446313,148866.000000,0.000000
8192,919207.647009,259080.000000,0.000000
16384,474572.452270,126310.000000,0.000000
32768,1445228.963380,307226.000000,0.000000
65536,1320165.969635,292516.000000,0.000000
