frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,202580.655217,69515.000000,0.000000
4,472156.685618,220004.000000,0.000000
8,625862.258939,236858.000000,0.000000
16,102009.919924,54935.000000,0.000000
32,276535.649087,178657.000000,0.000000
64,172642.945810,123469.000000,0.000000
128,544258.315664,253965.000000,0.000000
256,546454.584003,199577.000000,0.000000
512,203725.007245,108461.000000,0.000000
1024,469337.076509,183580.000000,0.000000
2048,302558.734967,108947.000000,0.000000
4096,542867.905586,163713.000000,0.000000
8192,194243.686955,55495.000000,0.000000
16384,192693.821517,73658.000000,0.000000
32768,77207.539366,23241.000000,0.000000
65536,188595.743314,114966.000000,0.000000
