frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,615093.455217,156090.000000,0.000000
4,192680.174823,84850.000000,0.000000
8,266033.018986,107300.000000,0.000000
16,579951.173912,225024.000000,0.000000
32,489680.709703,209426.000000,0.000000
64,583073.153692,304290.000000,0.000000
128,755242.428361,292875.000000,0.000000
256,614483.888588,203214.000000,0.000000
512,687279.725967,245933.000000,0.000000
1024,337624.599844,137416.000000,0.000000
2048,1011809.145886,267946.000000,0.000000
4096,1337384.406487,269157.000000,0.000000
8192,918529.197657,112395.000000,0.000000
16384,645579.340138,195526.000000,0.000000
32768,1834808.622790,166912.000000,0.000000
65536,422208.961757,31612.000000,0.000000
