frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,171486.079234,77436.000000,0.000000
4,310378.858557,155858.000000,0.000000
8,111499.383088,35187.000000,0.000000
16,87101.036291,26533.000000,0.000000
32,156242.041868,113872.000000,0.000000
64,487708.451359,207085.000000,0.000000
128,86287.670324,31123.000000,0.000000
256,166711.160142,109443.000000,0.000000
512,345289.392920,191144.000000,0.000000
1024,276027.595383,102919.000000,0.000000
2048,410366.387118,249937.000000,0.000000
4096,959028.074546,197875.000000,0.000000
8192,996653.132271,218809.000000,0.000000
16384,452012.209880,128609.000000,0.000000
32768,285420.201019,142226.000000,0.000000
65536,4769925.155001,283079.000000,0.000000
