frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,244274.228669,85588.000000,0.000000
4,215116.969758,152394.000000,0.000000
8,152864.229779,55619.000000,0.000000
16,595896.289598,195144.000000,0.000000
32,874067.134535,259466.000000,0.000000
64,546846.510918,199056.000000,0.000000
128,693248.977018,226463.000000,0.000000
256,408310.349866,127020.000000,0.000000
512,387922.502084,113760.000000,0.000000
1024,751668.071003,257301.000000,0.000000
2048,742660.990430,175498.000000,0.000000
4096,675139.414175,239840.000000,0.000000
8192,1129750.198483,219670.000000,0.000000
16384,903657.093128,249209.000000,0.000000
32768,403673.163502,115120.000000,0.000000
65536,1374837.243752,279350.000000,0.000000
