frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,221144.060750,113883.000000,0.000000
4,159793.932807,71692.000000,0.000000
8,146304.509373,68176.000000,0.000000
16,153918.346512,53139.000000,0.000000
32,141025.769163,75832.000000,0.000000
64,213707.852139,122125.000000,0.000000
128,215675.143188,124513.000000,0.000000
256,103878.877824,34442.000000,0.000000
512,521258.957769,250746.000000,0.000000
1024,638155.588868,195275.000000,0.000000
2048,812925.196170,319811.000000,0.000000
4096,314176.732159,112496.000000,0.000000
8192,633091.597350,238251.000000,0.000000
16384,639305.783387,299118.000000,0.000000
32768,971434.454832,200025.000000,0.000000
65536,299048.430748,118088.000000,0.000000
