frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,169239.058887,96089.000000,0.000000
4,180920.635758,80969.000000,0.000000
8,439229.786064,195509.000000,0.000000
16,633455.888948,238870.000000,0.000000
32,525246.523929,184416.000000,0.000000
64,163875.059423,88061.000000,0.000000
128,296234.474408,197308.000000,0.000000
256,226696.499358,58929.000000,0.000000
512,477906.506042,171006.000000,0.000000
1024,269559.324801,198645.000000,0.000000
2048,430587.952172,191526.000000,0.000000
4096,387228.596367,274273.000000,0.000000
8192,370017.145061,56500.000000,0.000000
16384,296840.140567,147010.000000,0.000000
32768,2549457.312120,265325.000000,0.000000
65536,381966.936881,93435.000000,0.000000
