frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
4096,95983106.977954,96213398.833834,89879961.802847,90225820.133959,80170038.560385,45168007.377613,1078920.000000,1065941.000000,1065941.000000,1055507.000000,1017144.000000,1017181.000000
64,108348301.992352,99721493.553982,87859687.489739,72252318.975520,56877986.297927,50967713.354714,1216281.000000,1183261.000000,1187710.000000,1181250.000000,1181293.000000,1180996.000000
512,107370451.564715,99599694.553417,90617487.045180,82558750.299110,65577517.492765,49463545.132908,1174725.000000,1163054.000000,1163054.000000,1163054.000000,1163054.000000,1129126.000000
1024,105786784.534754,99022486.395314,95948466.752809,87895808.841046,80842599.523847,51316627.060489,1131480.000000,1131480.000000,1131480.000000,1128657.000000,1132665.000000,1073855.000000
65536,114022726.995955,112654494.200424,110340235.353469,108311842.683166,104123568.512411,60516807.151680,1215184.000000,1215184.000000,1215184.000000,1215184.000000,1215184.000000,1071261.000000
256,103786202.005125,97197216.013052,87579508.024121,75018177.502474,61041189.511854,49958017.662726,1181028.000000,1181028.000000,1181028.000000,1181028.000000,1128189.000000,1128189.000000
2,104331717.601304,100205480.615549,91430466.143949,83670402.095391,75568729.804365,48412475.908484,1156781.000000,1156781.000000,1125166.000000,1125166.000000,1053353.000000,1053414.000000
16384,87818744.472232,83888181.328298,83403689.169765,81011393.264078,78192668.687040,41112217.850461,1090630.000000,1090630.000000,1078265.000000,1078265.000000,1076400.000000,991370.000000
32,111519295.063141,108210343.853515,103329561.722597,91077767.814190,77554445.588000,50787342.526796,1241780.000000,1240017.000000,1241780.000000,1220882.000000,1220882.000000,1154855.000000
8,108168047.070036,100241199.409202,88278110.378236,69695859.774700,61912779.713116,49130279.344211,1232520.000000,1230036.000000,1216393.000000,1196133.000000,1201022.000000,1133527.000000
32768,96405361.696358,94555948.571744,93833179.728673,93027271.877332,93017276.984399,48089064.716645,1014295.000000,1014295.000000,1014295.000000,1014295.000000,1014295.000000,936816.000000
128,104813713.314702,97239229.209072,90570933.643374,86435477.013982,79760871.928232,50381206.965459,1215144.000000,1215144.000000,1215144.000000,1190788.000000,1190824.000000,1190537.000000
8192,115014257.041070,110083549.984960,110447528.070875,104324547.918601,91057776.127573,70570483.909019,1294365.000000,1294365.000000,1301354.000000,1315400.000000,1294365.000000,1232112.000000
4,144071184.086551,138499680.754799,129679074.122937,112969404.039188,94338100.762500,47017196.707454,1524823.000000,1524823.000000,1527978.000000,1527978.000000,1529229.000000,1080222.000000
2048,110653382.937511,106241888.196581,100860183.394893,93736320.635730,82830841.071776,54747281.014485,1268817.000000,1268817.000000,1268817.000000,1268817.000000,1268817.000000,1193438.000000
16,99430179.837748,94844626.633282,83557463.390786,71366458.380942,65917381.148476,48957999.608078,1109327.000000,1109327.000000,1109327.000000,1099908.000000,1095633.000000,1051655.000000
