frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1695192.850506,278566.000000,802.686115
4,2054082.592145,299047.000000,233.062223
8,1148727.840472,301106.000000,850.970622
16,1955910.662639,293896.000000,15000.623520
32,2964535.061603,289567.000000,95111.944686
64,2443222.102256,287836.000000,160586.582528
128,2530158.026184,286254.000000,242518.100628
256,2142457.323301,275585.000000,6565.274556
512,3249437.409006,300364.000000,467194.147944
1024,3177350.751733,293657.000000,333502.026943
2048,3323996.845161,287061.000000,703467.292533
4096,3404542.693445,268245.000000,759758.371323
8192,3128212.906461,289957.000000,1447758.132623
16384,3575524.549878,299422.000000,1438520.600755
32768,2222024.452769,242234.000000,1864324.041840
65536,2161786.707553,171622.000000,1974433.414569
