frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2108458.927286,280049.000000,518.992293
4,2777633.127075,291481.000000,53.000000
8,2021379.427159,277467.000000,1072.432748
16,2412371.768169,298267.000000,301.991722
32,2194782.232834,249725.000000,26943.969065
64,2988222.715712,300789.000000,165561.738503
128,2565832.760076,301371.000000,120177.611971
256,3108846.951969,300903.000000,34627.200248
512,2407602.898629,265506.000000,226900.961920
1024,4106982.965277,301437.000000,618596.735300
2048,1689662.542346,299181.000000,693567.521980
4096,3077657.196646,275286.000000,516185.096371
8192,4839469.548001,297167.000000,1887589.402779
16384,3665529.411686,255249.000000,1536194.883790
32768,1552197.657107,124934.000000,442326.964001
65536,3262484.939480,175012.000000,2958348.418984
