frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1453766.200213,276392.000000,102.058807
4,2024077.000578,265407.000000,255.382067
8,1096388.057476,179986.000000,513.409194
16,1896633.040614,307271.000000,304.259757
32,2143578.194638,281855.000000,15416.280550
64,2462761.584771,295469.000000,252175.610228
128,2979519.295101,301128.000000,3370.085459
256,2087700.755698,302380.000000,16688.428925
512,2723811.668394,291347.000000,146333.877151
1024,2607054.052938,232074.000000,292719.390895
2048,2308839.308719,284681.000000,466716.638561
4096,4622281.807019,299063.000000,1840649.461913
8192,2908203.067422,291563.000000,409778.833543
16384,3676181.296439,303931.000000,1337333.603088
32768,1761100.613558,146494.000000,861733.926141
65536,1284435.672327,144021.000000,1258492.118908
