frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1897452.317770,298009.000000,15884.847371
4,2271461.964540,300534.000000,473.662327
8,662161.783857,189799.000000,124.791827
16,2507748.484986,295725.000000,148.384635
32,2071087.112190,277651.000000,1760.189194
64,2725914.207922,304004.000000,68784.330454
128,2110337.333144,301383.000000,152561.840652
256,2690892.130577,298073.000000,422116.836221
512,3194123.136330,293527.000000,233244.278491
1024,2249188.456139,291988.000000,116671.331650
2048,2860937.174833,307498.000000,521980.342397
4096,2628941.385138,294098.000000,614246.579562
8192,2532261.068316,294342.000000,895548.441566
16384,2862247.492190,262081.000000,1436888.510244
32768,3314645.950436,268923.000000,2883118.647076
65536,4392291.644530,302312.000000,3450674.945254
