frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,810104.348441,174590.000000,203.963232
4,2631788.695051,290792.000000,60295.829383
8,1283782.575553,284333.000000,59.916609
16,2403788.890584,298990.000000,1270.996459
32,1497831.806404,290667.000000,557.112197
64,2695030.963952,295202.000000,1269.657040
128,3014174.220715,289251.000000,130063.672761
256,1861828.708198,243858.000000,275356.384513
512,2674477.005728,287635.000000,200545.237423
1024,3456713.621021,295943.000000,962041.325364
2048,2716341.322380,287260.000000,175593.320337
4096,2710906.823476,293297.000000,336488.320837
8192,2134352.311700,154413.000000,1443875.877537
16384,1860125.343509,177738.000000,780174.111076
32768,3570864.803995,301637.000000,2408476.673599
65536,1407675.045221,187260.000000,0.000000
