frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2135377.277948,300258.000000,248.624214
4,1391121.672509,237933.000000,116.017240
8,2361238.546326,303158.000000,186873.000000
16,2505856.959529,305914.000000,46210.228283
32,2547609.841084,297634.000000,99.554005
64,2297752.144025,248585.000000,4746.689583
128,2968848.029552,299382.000000,16200.855564
256,1616180.889026,257720.000000,4250.880497
512,3494997.645759,297538.000000,117035.999581
1024,3186624.303707,301342.000000,41106.055734
2048,2941444.219463,298967.000000,38616.842944
4096,2159619.297488,299344.000000,701284.137204
8192,3755955.981888,300469.000000,486669.959010
16384,3645514.005213,268660.000000,2225029.259397
32768,2079865.262812,193391.000000,555314.513498
65536,3120158.158785,247216.000000,2749911.656806
