frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1780160.905173,271241.000000,143.020977
4,1342806.225492,298961.000000,227.424713
8,859696.572163,261585.000000,404.683827
16,1316965.730808,287590.000000,25320.406513
32,2244813.344205,279688.000000,301682.943901
64,2054522.003849,289963.000000,3567.893076
128,2911193.816546,294632.000000,46272.776943
256,2415181.364576,297105.000000,114629.483472
512,2219009.845632,291193.000000,155638.711203
1024,2595032.838673,299594.000000,521156.187680
2048,2709817.159888,276889.000000,250522.416478
4096,2069336.367383,194696.000000,620200.476234
8192,2524444.448645,266504.000000,955980.326422
16384,2126190.582960,219942.000000,315253.233544
32768,814802.175497,70555.000000,737005.749768
65536,2220353.647397,171377.000000,1298806.277703
