frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1503427.462781,284561.000000,91.923882
4,1733225.657609,276485.000000,192.634369
8,965454.247019,167518.000000,223.365172
16,1585807.312662,295981.000000,176.810633
32,2813536.831134,290441.000000,200.147446
64,1750625.348957,264741.000000,146578.701256
128,2809259.596491,305138.000000,290508.990427
256,2606034.527535,305554.000000,206158.951404
512,2373718.691403,290897.000000,139631.112264
1024,2805263.197129,298416.000000,117115.368582
2048,3773349.397664,298492.000000,835145.743959
4096,3277283.325561,272783.000000,984355.643804
8192,3901996.148262,298675.000000,1256716.492742
16384,2951462.337343,273810.000000,1293871.763530
32768,3690805.079389,294774.000000,1184458.029402
65536,2108582.754011,200968.000000,2041584.988704
