frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1224022.843703,232249.000000,164.109719
4,1628778.762466,306538.000000,80.529498
8,2740593.178155,303004.000000,113.022122
16,1948567.725092,296197.000000,1536.888090
32,2007640.334604,302387.000000,216.330765
64,2158918.080139,297435.000000,140881.623149
128,2243117.152132,287587.000000,400.371078
256,3274880.906560,297588.000000,264296.867297
512,2451533.913678,302066.000000,392577.513904
1024,2343232.352149,305492.000000,430353.333182
2048,2780096.357772,294754.000000,426321.192551
4096,2524268.411776,288472.000000,160172.963945
8192,2944739.843545,262243.000000,1090281.013220
16384,3575240.469698,305137.000000,1348806.683865
32768,2474966.809329,295116.000000,1281339.077320
65536,3807790.014339,296958.000000,2929431.887275
