frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1398223.387825,273338.000000,114.703967
4,1341221.904900,271797.000000,2590.594526
8,1840840.532673,298148.000000,191.885382
16,1903263.939827,287092.000000,3310.785858
32,2325933.416390,294253.000000,3846.020801
64,2697154.600319,277062.000000,136521.142784
128,2357039.123507,299150.000000,31671.129140
256,2614330.663237,270543.000000,68650.948843
512,3265875.278928,292653.000000,438382.736117
1024,2587324.497658,298376.000000,647635.430564
2048,2307485.129158,296052.000000,287228.732835
4096,3024172.912723,300877.000000,749884.418454
8192,2064913.595268,293804.000000,634894.454382
16384,825882.626243,90762.000000,306270.506422
32768,1025092.415037,113710.000000,926096.875655
65536,1501247.098121,136138.000000,1249834.349104
