frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2385151.550434,306365.000000,17250.740680
4,2021833.327320,286486.000000,117.660529
8,1962552.755951,290630.000000,184.656438
16,2227133.822079,299649.000000,229.514705
32,2590443.853521,301752.000000,253.396922
64,2675665.782595,297741.000000,94917.818364
128,2788861.022049,303821.000000,318969.054378
256,2458508.100799,292044.000000,50354.709442
512,2801081.134656,287194.000000,139389.696811
1024,3330192.691689,302211.000000,632211.658712
2048,3201597.262066,300889.000000,638190.859696
4096,3974188.540232,298509.000000,1671780.743831
8192,3612729.932527,289390.000000,805673.668498
16384,1207438.691939,223540.000000,195887.079178
32768,1644275.009661,174237.000000,324814.009710
65536,7127665.116103,305400.000000,7100834.324200
