frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1468069.271858,303591.000000,3223.573793
4,955767.198867,246841.000000,130.606279
8,1669628.781149,275355.000000,1202.422555
16,2304939.010019,293945.000000,3289.368936
32,1979309.603254,276058.000000,166.003012
64,2716317.414880,301430.000000,59845.926946
128,3253143.660626,295937.000000,92518.983620
256,3348442.904903,294705.000000,127144.000672
512,3092585.286460,292983.000000,438200.418198
1024,2318082.624175,303756.000000,464878.176184
2048,2302935.239413,265270.000000,644161.710633
4096,1922684.091378,256669.000000,291139.792672
8192,1483151.680895,270813.000000,371039.528459
16384,1127005.944716,118101.000000,203011.691006
32768,3661223.947194,296635.000000,1078979.687817
65536,3191720.456408,300913.000000,239000.768024
