frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1792544.814212,278400.000000,90.515192
4,1982635.294831,253688.000000,681.151231
8,1718331.469268,282532.000000,162.692962
16,2640317.816602,304369.000000,216.217483
32,2366775.624921,298215.000000,267.424756
64,2618768.761918,300634.000000,1770.944098
128,1885087.480052,284657.000000,167037.970312
256,2977892.950217,296539.000000,182082.791145
512,3355808.730975,302493.000000,87314.823175
1024,3257679.976768,303185.000000,256946.344769
2048,3596809.513120,288900.000000,909171.029557
4096,2273366.616638,279088.000000,577500.180114
8192,3259089.213120,295928.000000,1061954.132346
16384,1504647.451858,149504.000000,1075352.489514
32768,3150535.976302,304581.000000,2868354.806880
65536,6305929.170355,304977.000000,6045919.786032
