frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2016028.145162,296424.000000,108.830143
4,1753896.530468,251266.000000,86.400231
8,1859570.962980,286863.000000,238497.049944
16,2308351.686685,297980.000000,13187.664236
32,3306155.802122,295018.000000,23748.079101
64,2242114.804040,294573.000000,145397.218563
128,2606046.146774,297305.000000,124851.023640
256,3511909.160975,296204.000000,236194.816992
512,3508240.315111,271580.000000,601730.545607
1024,2337433.174621,279171.000000,503841.417568
2048,2079520.825420,283554.000000,263435.781619
4096,2272719.258186,265133.000000,320526.657366
8192,2848255.285629,293882.000000,1439078.023623
16384,3856509.628215,240300.000000,703373.757287
32768,2511069.185051,146505.000000,2319186.682328
65536,4678943.493441,254775.000000,4474337.840064
