frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1888929.642831,289047.000000,54.442630
4,1759644.890039,269116.000000,104.100913
8,1962851.449871,288718.000000,113.017698
16,860611.738265,151864.000000,838.257120
32,2476325.979358,294523.000000,8581.198052
64,2182424.334975,293047.000000,2919.919862
128,2966098.333957,296939.000000,119737.228693
256,3255002.708670,296503.000000,213903.494717
512,3062902.883217,293723.000000,572194.570902
1024,2508715.914540,299240.000000,590176.800001
2048,2444096.193967,266838.000000,664351.045031
4096,1932655.560968,206632.000000,34118.740320
8192,2492610.618105,293715.000000,699060.691109
16384,1561563.612407,127324.000000,719136.461828
32768,2394171.006562,280670.000000,730701.970264
65536,2062507.080919,129555.000000,1997557.863633
