frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1229044.650092,246817.000000,5582.502217
4,2326680.224688,300821.000000,190902.016286
8,1528056.219821,219774.000000,79.937476
16,2240224.807197,281170.000000,95.078915
32,2841578.333010,300886.000000,195104.525047
64,2893458.440701,269555.000000,381.903129
128,2228794.510586,300939.000000,2033.294863
256,2111459.333743,202543.000000,182220.867688
512,3384125.523898,300960.000000,247234.370270
1024,3196048.158323,282458.000000,485605.534172
2048,4057623.724285,292971.000000,1543616.957200
4096,2546586.697617,260238.000000,674547.096293
8192,2985183.322765,277893.000000,1558830.506467
16384,1052381.240382,190418.000000,315782.096039
32768,5595244.224373,299633.000000,1249480.208458
65536,7057989.695352,291587.000000,6609949.244567
