frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1541163.954239,288731.000000,99.166527
4,1083650.627425,274652.000000,184.002717
8,2353877.169148,307694.000000,212455.283947
16,2437585.213181,300728.000000,10038.953232
32,2486777.490675,304473.000000,221449.556784
64,2711055.576210,301639.000000,1008.661985
128,2787845.807605,302015.000000,982.565519
256,2559958.970073,307551.000000,144010.679132
512,2861096.862796,295303.000000,248439.120694
1024,2223040.273578,287145.000000,458379.002135
2048,2889831.065811,275629.000000,298106.501524
4096,2625888.584085,295614.000000,298503.859675
8192,3188851.307575,303073.000000,1215718.335971
16384,2407873.248387,184737.000000,1621192.547382
32768,567218.004988,64902.000000,203997.499622
65536,3090395.229258,248803.000000,1340646.619339
