frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1317240.797863,231722.000000,119.289564
4,780352.634897,165144.000000,24.000000
8,2094767.837336,289035.000000,654.473834
16,2203104.451311,287100.000000,85362.137649
32,2162680.756357,296276.000000,392.438530
64,2425508.233920,302096.000000,9905.957299
128,2262115.169897,280213.000000,123916.527897
256,2604116.412394,304423.000000,171649.057784
512,2897407.984016,302789.000000,196675.298520
1024,2328767.300317,289392.000000,109530.070300
2048,2711018.810040,297545.000000,535470.368520
4096,4260893.285320,291473.000000,1101876.778412
8192,3585663.876844,302884.000000,390398.983482
16384,2896124.895873,228825.000000,2013135.537344
32768,2809253.160900,292308.000000,685877.491370
65536,986419.763403,172586.000000,500746.424530
