frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2079600.529818,304357.000000,660.641355
4,2424605.935753,293117.000000,412.868018
8,2111124.021143,288415.000000,33589.353596
16,2289465.416076,281040.000000,84440.107260
32,2553976.761553,278977.000000,32633.770162
64,2821990.312555,306997.000000,9472.668737
128,2597922.916397,281141.000000,123436.422773
256,3186504.972316,291537.000000,150132.201952
512,2687225.596430,299866.000000,9925.535049
1024,3058142.749112,286663.000000,133608.989881
2048,2052496.844480,280148.000000,361027.155078
4096,2276274.113582,220002.000000,797389.613994
8192,2069805.343483,218056.000000,714061.498075
16384,2032504.271424,224200.000000,790285.193385
32768,1991096.359939,207062.000000,1610373.617964
65536,1562719.600930,173799.000000,1307327.248731
