frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1222770.529691,251463.000000,189.195666
4,2074215.917141,263689.000000,100392.059298
8,2593184.772483,297944.000000,3091.942593
16,2779679.048701,300869.000000,7187.067204
32,2741036.291601,299377.000000,15035.514491
64,2853680.145471,292266.000000,279611.224921
128,1879730.554074,274996.000000,92848.116206
256,2850643.181878,288951.000000,92790.803143
512,2717782.669056,297210.000000,175267.825630
1024,2897641.806962,291973.000000,39275.785670
2048,2790499.524312,289241.000000,457930.364450
4096,3612390.184709,296992.000000,1515606.987670
8192,3459754.987148,296379.000000,1582274.038856
16384,3335932.552720,284698.000000,441816.814027
32768,1208476.947325,124750.000000,1071551.919977
65536,3229258.052315,243766.000000,2767253.711184
