frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1607681.701222,301739.000000,470.638927
4,817720.858608,190534.000000,13075.278467
8,2329494.798832,271394.000000,1214.054776
16,2448239.554652,286356.000000,85769.432037
32,2713574.197947,299896.000000,273.627484
64,3242504.730142,293382.000000,52544.877153
128,3042901.360267,296422.000000,14554.792750
256,2248035.730810,300323.000000,84252.631158
512,3274375.926256,301148.000000,310408.380563
1024,3426066.878839,296596.000000,540452.027508
2048,3213576.099993,300490.000000,223170.589366
4096,3206304.002536,279332.000000,1681952.630681
8192,2166441.735112,178314.000000,343593.795878
16384,2144404.798299,273123.000000,396313.882927
32768,4063639.496212,248258.000000,2517755.229096
65536,797388.515561,106744.000000,0.000000
