frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2010211.533681,296179.000000,865.150276
4,2043542.107188,293567.000000,52.000000
8,964323.133892,197841.000000,128.335498
16,2576658.909732,293330.000000,349.599771
32,2533499.189247,291845.000000,252.614331
64,2748295.914826,298852.000000,3742.373178
128,3243106.153082,301096.000000,183592.036660
256,4083732.587590,301600.000000,268611.631909
512,3095216.608947,302018.000000,348339.179729
1024,2022448.662070,281519.000000,533026.244293
2048,2746543.863640,286351.000000,240791.019722
4096,2942979.540642,248670.000000,1039537.523975
8192,3094336.497163,296230.000000,719648.568653
16384,4468510.166062,303051.000000,1705516.175539
32768,3901538.522896,298034.000000,2846351.733641
65536,3790035.573328,186005.000000,3789191.868176
