frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,445671.268708,104589.000000,4721.045329
4,1418212.014206,237127.000000,7687.324632
8,1651659.518386,233808.000000,3049.154801
16,1493610.839456,299902.000000,1870.714837
32,1624655.847068,274126.000000,195167.323305
64,2169650.552188,287188.000000,230.219461
128,2870303.196988,300297.000000,268141.182594
256,3003170.177839,285440.000000,59065.800528
512,2643025.988123,298896.000000,430942.449851
1024,3054848.813724,280974.000000,361558.202263
2048,3177728.161338,302016.000000,137349.803287
4096,3227053.205484,291789.000000,228266.672804
8192,2798537.697002,247324.000000,1481000.575596
16384,2296185.755824,270012.000000,1044057.742817
32768,2095526.499505,267195.000000,507108.441580
65536,4224969.727150,248410.000000,3743429.320556
