frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1919803.104726,279507.000000,242.332416
4,1522874.186353,229708.000000,243.979507
8,1448452.359696,229669.000000,107.902734
16,2752783.731787,293273.000000,12118.485260
32,2237591.641760,298168.000000,1361.652305
64,2425762.751014,301373.000000,297857.486391
128,3292806.227961,292828.000000,236289.095980
256,2149342.391074,292685.000000,53674.191759
512,3179943.086648,300377.000000,45999.416529
1024,2214253.873509,300868.000000,565383.370619
2048,2768981.922399,263143.000000,662012.648206
4096,4404223.591609,286023.000000,662220.262577
8192,3902523.458957,287353.000000,1975352.491056
16384,355792.038534,43123.000000,203109.830370
32768,1637970.359748,174971.000000,612572.325577
65536,615793.038823,76454.000000,30568.819637
