frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1299449.448178,280510.000000,490.710709
4,2389305.208040,286773.000000,66794.153524
8,1412734.591238,285042.000000,3365.923053
16,2257059.217877,254120.000000,176604.541955
32,3013867.299441,293994.000000,107631.615355
64,2785915.941349,298811.000000,18514.102436
128,1781786.472304,290423.000000,105662.125196
256,3018046.045963,302208.000000,242353.659995
512,2683685.895897,294003.000000,124051.311746
1024,3111174.468639,299960.000000,418501.878058
2048,2559542.770843,293036.000000,640187.066352
4096,2788661.121729,296585.000000,354957.151466
8192,3586564.391471,295606.000000,1694088.598472
16384,4096143.576956,298318.000000,761188.879648
32768,3274242.832802,248024.000000,2099786.031726
65536,3674263.798601,188941.000000,3636970.961516
