frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1829329.402748,242146.000000,154.896740
4,1584116.794856,284555.000000,215.575973
8,2238395.939367,291933.000000,83.162492
16,2302897.449271,297049.000000,158266.375096
32,2535901.193532,296518.000000,2870.531484
64,2085109.638555,294805.000000,22299.958834
128,2962759.272199,294559.000000,185540.715065
256,3423417.970446,296705.000000,266415.887501
512,2255028.744895,263109.000000,33806.862129
1024,3296625.364311,293906.000000,80806.317958
2048,1484784.626074,227682.000000,139699.007140
4096,2437896.459371,213445.000000,1222469.051499
8192,2422010.280802,191533.000000,1749639.321616
16384,4573723.725877,283855.000000,2949739.040312
32768,2176369.161061,156847.000000,2075769.351224
65536,3828824.768667,297518.000000,1111132.323483
