frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1641921.769995,293275.000000,97.667804
4,745011.989261,247516.000000,67.838042
8,1834917.003799,300437.000000,1202.348951
16,2658682.374379,302375.000000,19032.467628
32,1991307.434677,301831.000000,13672.290920
64,2816373.528587,298651.000000,55923.130948
128,2930668.186862,281907.000000,187379.466543
256,2444360.883582,302879.000000,99532.235969
512,2166350.019618,295590.000000,49931.081232
1024,3451198.427844,298815.000000,253708.762350
2048,3093220.687703,295189.000000,143266.388357
4096,944617.570564,110654.000000,335130.866434
8192,2515327.596623,295881.000000,514703.101599
16384,2907089.635710,270083.000000,535292.039864
32768,1792112.235813,231609.000000,566720.806816
65536,1895512.870803,300325.000000,1598881.863311
