frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2660008.333509,300715.000000,100.309521
4,2033708.698844,303416.000000,3989.393688
8,1521104.322060,277351.000000,15487.623188
16,2251194.886035,303806.000000,257.881756
32,1703975.387817,218163.000000,114565.019024
64,2366718.724591,298148.000000,446.847849
128,2790313.160334,302682.000000,2830.275605
256,2786958.407804,282009.000000,456169.538276
512,3984257.379398,295041.000000,428562.075382
1024,2732093.257624,288117.000000,496518.035889
2048,3158598.901777,301319.000000,862514.580294
4096,2998149.351200,295111.000000,962994.256891
8192,2111528.350660,228041.000000,1303020.217951
16384,4532514.728719,255182.000000,1989372.834559
32768,3388862.310259,235087.000000,1396221.234699
65536,4953878.075944,245179.000000,1479400.515084
