frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
8,84750.379415,31509.296549,31515.234744,31519.677521,31524.499663,31480.588289,15411.000000,15411.000000,15411.000000,15411.000000,15411.000000,15411.000000
16384,150159.116180,56286.161097,36537.093262,36467.016837,91867.559280,36445.562446,11684.000000,11684.000000,11684.000000,11684.000000,11684.000000,11684.000000
64,192563.483999,49276.937537,49230.518533,49293.646619,49211.233707,49288.324409,19327.000000,19303.000000,19326.000000,19311.000000,19289.000000,19308.000000
1024,95149.203381,34501.251195,34039.430797,34028.169066,33936.378092,33958.919992,9183.000000,9183.000000,9183.000000,9183.000000,9183.000000,9183.000000
32,34357.067817,34358.896694,33932.003183,33939.334658,33940.321640,33932.350272,17208.000000,17208.000000,17208.000000,17208.000000,17208.000000,17208.000000
32768,96706.589000,75615.059823,75183.807133,75231.905426,75218.163372,75598.180725,32343.000000,33252.000000,32293.000000,32324.000000,32343.000000,33252.000000
256,122324.481213,78659.318736,78657.611736,78754.814831,89283.904261,78656.535030,56366.000000,56366.000000,56366.000000,56366.000000,56366.000000,56366.000000
16,361906.617169,66682.885420,66709.738742,66961.196345,66957.155047,66699.240925,36510.000000,36510.000000,36510.000000,36510.000000,36510.000000,36510.000000
128,396785.099889,396779.602049,76406.466906,74812.726678,74863.025186,73840.987162,39286.000000,39286.000000,37511.000000,37511.000000,37511.000000,37511.000000
4096,609064.526471,115790.039973,83508.187497,83675.380220,83445.367720,83432.159980,46040.000000,46040.000000,46040.000000,46040.000000,46040.000000,46040.000000
512,170623.299215,107388.910303,107438.985987,107423.416660,107402.180313,107413.295145,79965.000000,79965.000000,79965.000000,79965.000000,79965.000000,79965.000000
2,320568.626899,54273.610742,45218.589131,45080.763969,45554.031358,45065.050394,26875.000000,26875.000000,26875.000000,26875.000000,26875.000000,26875.000000
2048,732752.083548,120889.862648,120956.553328,120909.506053,120858.359227,120931.451980,80763.000000,80763.000000,80763.000000,80763.000000,80763.000000,80763.000000
4,648315.915400,316601.831397,58916.312138,58642.207061,58638.165515,58626.149567,35735.000000,35735.000000,35735.000000,35735.000000,35735.000000,35735.000000
8192,695829.848671,183990.390426,162479.801012,162547.033052,162521.928139,164042.283790,68433.000000,67548.000000,67548.000000,67548.000000,67548.000000,67548.000000
65536,3308005.091242,261580.587177,168090.685016,168164.627595,305771.350896,172686.241748,152089.000000,134010.000000,134010.000000,134010.000000,134010.000000,134010.000000
